#------------------------------------
# Weapon Anim IDs
#------------------------------------
# WeaponCategoryHandStyle
040331 - QuickSlashFireRightNormal_Upper
040331 - QuickSlashRightFire_Upper
040332 - FlameBackHandRightFire
040332 - FlameBackHandRightFire_Upper
040333 - FlameGrabRightFire
040333 - FlameGrabRightFire_Upper
040334 - CrushRightFire
040334 - CrushRightFire_Upper
040335 - MiracleRadiationRightFire
040335 - MiracleRadiationRightFire_Upper
040336 - LightningRodRightFire
040336 - LightningRodRightFire_Upper
040337 - ChopRightFire
040337 - ChopRightFire_Upper
040338 - TrapRightFire
040338 - TrapRightFire_Upper
040339 - WrathRightFire
040339 - WrathRightFire_Upper
040340 - BeamCannonRightFire
040340 - BeamCannonRightFire_Upper
040341 - MachineGunRightFire
040341 - MachineGunRightFire_Upper
040342 - StrongENBulletRightFire
040342 - StrongENBulletRightFire_Upper
040343 - FastSparkRightFire
040343 - FastSparkRightFire_Upper
040344 - FastFlameRadiationRightFire
040344 - FastFlameRadiationRightFire_Upper
040345 - ScytheRightFire
040345 - ScytheRightFire_Upper
040346 - HolySparkRightFire
040346 - HolySparkRightFire_Upper
040347 - SpitRightFire
040347 - SpitRightFire_Upper
040447 - MagicFireRightLvl2
040447 - MagicFireRightLvl2_Upper
040625 - FlamethrowerRightFire
040625 - FlamethrowerRightFire_Upper
040633 - Throw40633
042017 - ForceRightLaunch
042017 - ForceRightLaunchSA
042017 - ForceRightLaunch_Upper
042017 - ForceRightLaunchSA_Upper
045000 - QuickENBulletFireRightAttackRight
045000 - QuickENBulletFireRightAttackRight_Upper
045010 - QuickENBulletFireRightAttackRight2
045010 - QuickENBulletFireRightAttackRight2_Upper
045020 - QuickENBulletFireRightAttackLeft
045020 - QuickENBulletFireRightAttackLeft_Upper
045030 - QuickENBulletFireRightAttackLeft2
045030 - QuickENBulletFireRightAttackLeft2_Upper
045040 - QuickENBulletFireRightStep
045040 - QuickENBulletFireRightStep_Upper
045050 - QuickENBulletFireRightDash
045050 - QuickENBulletFireRightDash_Upper
045100 - QuickSlashFireRightAttackRight
045100 - QuickSlashFireRightAttackRight_Upper
045110 - QuickSlashFireRightAttackRight2
045110 - QuickSlashFireRightAttackRight2_Upper
045120 - QuickSlashFireRightAttackLeft
045120 - QuickSlashFireRightAttackLeft_Upper
045130 - QuickSlashFireRightAttackLeft2
045130 - QuickSlashFireRightAttackLeft2_Upper
045140 - QuickSlashFireRightStep
045140 - QuickSlashFireRightStep_Upper
045150 - QuickSlashFireRightDash
045150 - QuickSlashFireRightDash_Upper
048200 - MagicFireRight3
048200 - MagicFireRight3_Upper
049100 - MagicFireLeft2
049100 - MagicFireLeft2_Upper
049200 - MagicFireLeft3
049200 - MagicFireLeft3_Upper

# WeaponCategoryRight
040048 - BitRightLaunch
040048 - BitRightLaunchSA
040048 - BitRightLaunch_Upper
040048 - BitRightLaunchSA_Upper
040049 - ChakramRightLaunch
040049 - ChakramRightLaunchSA
040049 - ChakramRightLaunch_Upper
040049 - ChakramRightLaunchSA_Upper
040050 - BowRightLaunch
040050 - BowRightLaunchSA
040050 - BowRightLaunch_Upper
040050 - BowRightLaunchSA_Upper
040051 - FanRightLaunch
040051 - FanRightLaunchSA
040051 - FanRightLaunch_Upper
040051 - FanRightLaunchSA_Upper
040348 - BitRightFire
040348 - BitRightFire_Upper
040349 - ChakramRightFire
040349 - ChakramRightFire_Upper
040350 - BowRightFire
040350 - BowRightFire_Upper
040351 - FanRightFire
040351 - FanRightFire_Upper
042147 - SpitHoldLeftLoopSA
042150 - BowHoldLeftLoopSA
048100 - MagicFireRight2
048100 - MagicFireRight2_Upper

# WeaponCategoryLeft
042000 - ENBulletLeftLaunch
042000 - ENBulletLeftLaunchSA
042000 - ENBulletLeftLaunch_Upper
042000 - ENBulletLeftLaunchSA_Upper
042001 - WeaponEnchantLeftLaunch
042001 - WeaponEnchantLeftLaunchSA
042001 - WeaponEnchantLeftLaunch_Upper
042001 - WeaponEnchantLeftLaunchSA_Upper
042002 - SelfEnchantLeftLaunch
042002 - SelfEnchantLeftLaunchSA
042002 - SelfEnchantLeftLaunch_Upper
042002 - SelfEnchantLeftLaunchSA_Upper
042003 - PrayLeftLaunch
042003 - PrayHoldLeftLaunch
042003 - PrayLeftLaunchSA
042003 - PrayHoldLeftLaunchSA
042003 - PrayLeftLaunch_Upper
042003 - PrayHoldLeftLaunch_Upper
042003 - PrayLeftLaunchSA_Upper
042003 - PrayHoldLeftLaunchSA_Upper
042004 - FlameRadiationLeftLaunch
042004 - FlameRadiationLeftLaunchSA
042004 - FlameRadiationLeftLaunch_Upper
042004 - FlameRadiationLeftLaunchSA_Upper
042005 - SelfEnchantCauseLeftLaunch
042005 - SelfEnchantCauseLeftLaunchSA
042005 - SelfEnchantCauseLeftLaunch_Upper
042005 - SelfEnchantCauseLeftLaunchSA_Upper
042006 - DrainLeftLaunch
042006 - DrainLeftLaunchSA
042006 - DrainLeftLaunch_Upper
042006 - DrainLeftLaunchSA_Upper
042007 - FireNearLeftLaunch
042007 - FireNearLeftLaunchSA
042007 - FireNearLeftLaunch_Upper
042007 - FireNearLeftLaunchSA_Upper
042008 - CloudLeftLaunch
042008 - CloudLeftLaunchSA
042008 - CloudLeftLaunch_Upper
042008 - CloudLeftLaunchSA_Upper
042009 - SparkLeftLaunch
042009 - SparkLeftLaunchSA
042009 - SparkLeftLaunch_Upper
042009 - SparkLeftLaunchSA_Upper
042010 - CharmLeftLaunch
042010 - CharmLeftLaunchSA
042010 - CharmLeftLaunch_Upper
042010 - CharmLeftLaunchSA_Upper
042011 - ChameleonLeftLaunch
042011 - ChameleonLeftLaunchSA
042011 - ChameleonLeftLaunch_Upper
042011 - ChameleonLeftLaunchSA_Upper
042012 - TransformLeftLaunch
042012 - TransformLeftLaunchSA
042012 - TransformLeftLaunch_Upper
042012 - TransformLeftLaunchSA_Upper
042013 - BreathLeftLaunch
042013 - BreathLeftLaunchSA
042013 - BreathLeftLaunch_Upper
042013 - BreathLeftLaunchSA_Upper
042014 - WeaponEnchant2LeftLaunch
042014 - WeaponEnchant2LeftLaunchSA
042014 - WeaponEnchant2LeftLaunch_Upper
042014 - WeaponEnchant2LeftLaunchSA_Upper
042015 - SummonLeftLaunch
042015 - SummonLeftLaunchSA
042015 - SummonLeftLaunch_Upper
042015 - SummonLeftLaunchSA_Upper
042016 - ShieldEnchantLeftLaunch
042016 - ShieldEnchantLeftLaunchSA
042016 - ShieldEnchantLeftLaunch_Upper
042016 - ShieldEnchantLeftLaunchSA_Upper
042017 - ForceLeftLaunch
042017 - ForceLeftLaunchSA
042017 - ForceLeftLaunch_Upper
042017 - ForceLeftLaunchSA_Upper
042018 - ThunderLeftLaunch
042018 - ThunderLeftLaunchSA
042018 - ThunderLeftLaunch_Upper
042018 - ThunderLeftLaunchSA_Upper
042019 - EnvironmentLeftLaunch
042019 - EnvironmentLeftLaunchSA
042019 - EnvironmentLeftLaunch_Upper
042019 - EnvironmentLeftLaunchSA_Upper
042020 - PrayBroLeftLaunch
042020 - PrayBroLeftLaunchSA
042020 - PrayBroLeftLaunch_Upper
042020 - PrayBroLeftLaunchSA_Upper
042021 - Throw42021
042022 - ImpactLeftLaunch
042022 - ImpactLeftLaunchSA
042022 - ImpactLeftLaunch_Upper
042022 - ImpactLeftLaunchSA_Upper
042024 - ENBullet2LeftLaunch
042024 - ENBullet2LeftLaunchSA
042024 - ENBullet2LeftLaunch_Upper
042024 - ENBullet2LeftLaunchSA_Upper
042025 - FlamethrowerLeftLaunch
042025 - FlamethrowerLeftLaunchSA
042025 - FlamethrowerLeftLaunch_Upper
042025 - FlamethrowerLeftLaunchSA_Upper
042026 - WhipLeftLaunch
042026 - WhipLeftLaunchSA
042026 - WhipLeftLaunch_Upper
042026 - WhipLeftLaunchSA_Upper
042027 - SlashLeftLaunch
042027 - SlashLeftLaunchSA
042027 - SlashLeftLaunch_Upper
042027 - SlashLeftLaunchSA_Upper
042028 - PrayStandLeftLaunch
042028 - PrayStandLeftLaunchSA
042028 - PrayStandLeftLaunch_Upper
042028 - PrayStandLeftLaunchSA_Upper
042029 - AOEPrayHoldLeftLaunch
042029 - AOEPrayHoldLeftLaunchSA
042029 - AOEPrayHoldLeftLaunch_Upper
042029 - AOEPrayHoldLeftLaunchSA_Upper
042030 - QuickENBulletLeftLaunch
042030 - QuickENBulletLeftLaunchSA
042030 - QuickENBulletLeftLaunch_Upper
042030 - QuickENBulletLeftLaunchSA_Upper
042031 - QuickSlashLeftLaunch
042031 - QuickSlashLeftLaunchSA
042031 - QuickSlashLeftLaunch_Upper
042031 - QuickSlashLeftLaunchSA_Upper
042032 - FlameBackHandLeftLaunch
042032 - FlameBackHandLeftLaunchSA
042032 - FlameBackHandLeftLaunch_Upper
042032 - FlameBackHandLeftLaunchSA_Upper
042033 - FlameGrabLeftLaunch
042033 - FlameGrabLeftLaunchSA
042033 - FlameGrabLeftLaunch_Upper
042033 - FlameGrabLeftLaunchSA_Upper
042034 - CrushLeftLaunch
042034 - CrushLeftLaunchSA
042034 - CrushLeftLaunch_Upper
042034 - CrushLeftLaunchSA_Upper
042035 - MiracleRadiationLeftLaunch
042035 - MiracleRadiationLeftLaunchSA
042035 - MiracleRadiationLeftLaunch_Upper
042035 - MiracleRadiationLeftLaunchSA_Upper
042036 - LightningRodLeftLaunch
042036 - LightningRodLeftLaunchSA
042036 - LightningRodLeftLaunch_Upper
042036 - LightningRodLeftLaunchSA_Upper
042037 - ChopLeftLaunch
042037 - ChopLeftLaunchSA
042037 - ChopLeftLaunch_Upper
042037 - ChopLeftLaunchSA_Upper
042038 - TrapLeftLaunch
042038 - TrapLeftLaunchSA
042038 - TrapLeftLaunch_Upper
042038 - TrapLeftLaunchSA_Upper
042039 - WrathLeftLaunch
042039 - WrathLeftLaunchSA
042039 - WrathLeftLaunch_Upper
042039 - WrathLeftLaunchSA_Upper
042040 - BeamCannonLeftLaunch
042040 - BeamCannonLeftLaunchSA
042040 - BeamCannonLeftLaunch_Upper
042040 - BeamCannonLeftLaunchSA_Upper
042041 - MachineGunLeftLaunch
042041 - MachineGunLeftLaunchSA
042041 - MachineGunLeftLaunch_Upper
042041 - MachineGunLeftLaunchSA_Upper
042042 - StrongENBulletLeftLaunch
042042 - StrongENBulletLeftLaunchSA
042042 - StrongENBulletLeftLaunch_Upper
042042 - StrongENBulletLeftLaunchSA_Upper
042043 - FastSparkLeftLaunch
042043 - FastSparkLeftLaunchSA
042043 - FastSparkLeftLaunch_Upper
042043 - FastSparkLeftLaunchSA_Upper
042044 - FastFlameRadiationLeftLaunch
042044 - FastFlameRadiationLeftLaunchSA
042044 - FastFlameRadiationLeftLaunch_Upper
042044 - FastFlameRadiationLeftLaunchSA_Upper
042045 - ScytheLeftLaunch
042045 - ScytheLeftLaunchSA
042045 - ScytheLeftLaunch_Upper
042045 - ScytheLeftLaunchSA_Upper
042046 - HolySparkLeftLaunch
042046 - HolySparkLeftLaunchSA
042046 - HolySparkLeftLaunch_Upper
042046 - HolySparkLeftLaunchSA_Upper
042047 - SpitLeftLaunch
042047 - SpitLeftLaunchSA
042047 - SpitLeftLaunch_Upper
042047 - SpitLeftLaunchSA_Upper
042048 - BitLeftLaunch
042048 - BitLeftLaunchSA
042048 - BitLeftLaunch_Upper
042048 - BitLeftLaunchSA_Upper
042049 - ChakramLeftLaunch
042049 - ChakramLeftLaunchSA
042049 - ChakramLeftLaunch_Upper
042049 - ChakramLeftLaunchSA_Upper
042050 - BowLeftLaunch
042050 - BowLeftLaunchSA
042050 - BowLeftLaunch_Upper
042050 - BowLeftLaunchSA_Upper
042051 - FanLeftLaunch
042051 - FanLeftLaunchSA
042051 - FanLeftLaunch_Upper
042051 - FanLeftLaunchSA_Upper
042099 - MagicInvalidLeft
042099 - MagicInvalidLeft_Upper
042103 - PrayHoldLeftLoop
042103 - PrayHoldLeftLoopSA
042103 - PrayHoldLeftLoop_Upper
042103 - PrayHoldLeftLoopSA_Upper
042129 - AOEPrayHoldLeftLoop
042129 - AOEPrayHoldLeftLoopSA
042129 - AOEPrayHoldLeftLoop_Upper
042129 - AOEPrayHoldLeftLoopSA_Upper
042147 - SpitHoldLeftLoop
042147 - SpitHoldLeftLoop_Upper
042147 - SpitHoldLeftLoopSA_Upper
042150 - BowHoldLeftLoop
042150 - BowHoldLeftLoop_Upper
042150 - BowHoldLeftLoopSA_Upper
042247 - MagicLoopLeftLvl2
042247 - MagicLoopLeftLvl2_Upper
042300 - ENBulletLeftFire
042300 - ENBulletLeftFire_Upper
042301 - WeaponEnchantLeftFire
042301 - WeaponEnchantLeftFire_Upper
042302 - SelfEnchantLeftFire
042302 - SelfEnchantLeftFire_Upper
042303 - PrayLeftFire
042303 - PrayHoldFire
042303 - PrayLeftFire_Upper
042303 - PrayHoldFire_Upper
042304 - FlameRadiationLeftFire
042304 - FlameRadiationLeftFire_Upper
042305 - SelfFlameEnchantLeftFire
042305 - SelfFlameEnchantLeftFire_Upper
042306 - DrainLeftFire
042306 - DrainLeftFire_Upper
042307 - FireNearLeftFire
042307 - FireNearLeftFire_Upper
042308 - CloudLeftFire
042308 - CloudLeftFire_Upper
042309 - SparkLeftFire
042309 - SparkLeftFire_Upper
042310 - CharmLeftFire
042310 - CharmLeftFire_Upper
042311 - ChameleonLeftFire
042311 - ChameleonLeftFire_Upper
042313 - TransformLeftFire
042313 - TransformLeftFire_Upper
042314 - WeaponEnchant2LeftFire
042314 - WeaponEnchant2LeftFire_Upper
042315 - SummonLeftFire
042315 - SummonLeftFire_Upper
042316 - ShieldEnchantLeftFire
042316 - ShieldEnchantLeftFire_Upper
042317 - ForceLeftFire
042317 - ForceLeftFire_Upper
042318 - ThunderLeftFire
042318 - ThunderLeftFire_Upper
042319 - EnvironmentLeftFire
042319 - EnvironmentLeftFire_Upper
042320 - BreathLeftFire
042320 - BreathLeftFire_Upper
042322 - ImpactLeftFire
042322 - ImpactLeftFire_Upper
042324 - ENBullet2LeftFire
042324 - ENBullet2LeftFire_Upper
042325 - FlamethrowerLeftLoop
042325 - FlamethrowerLeftLoopSA
042325 - FlamethrowerLeftLoop_Upper
042325 - FlamethrowerLeftLoopSA_Upper
042326 - WhipLeftFire
042326 - WhipLeftFire_Upper
042327 - SlashLeftFire
042327 - SlashLeftFire_Upper
042328 - PrayStandFire
042328 - PrayStandFire_Upper
042329 - AOEPrayHoldFire
042329 - AOEPrayHoldFire_Upper
042330 - QuickENBulletFireLeftNormal
042330 - QuickENBulletLeftFire
042330 - QuickENBulletFireLeftNormal_Upper
042330 - QuickENBulletLeftFire_Upper
042331 - QuickSlashFireLeftFireLeftNormal
042331 - QuickSlashLeftFire
042331 - QuickSlashFireLeftFireLeftNormal_Upper
042331 - QuickSlashLeftFire_Upper
042332 - FlameBackHandLeftFire
042332 - FlameBackHandLeftFire_Upper
042333 - FlameGrabLeftFire
042333 - FlameGrabLeftFire_Upper
042334 - CrushLeftFire
042334 - CrushLeftFire_Upper
042335 - MiracleRadiationLeftFire
042335 - MiracleRadiationLeftFire_Upper
042336 - LightningRodLeftFire
042336 - LightningRodLeftFire_Upper
042337 - ChopLeftFire
042337 - ChopLeftFire_Upper
042338 - TrapLeftFire
042338 - TrapLeftFire_Upper
042339 - WrathLeftFire
042339 - WrathLeftFire_Upper
042340 - BeamCannonLeftFire
042340 - BeamCannonLeftFire_Upper
042341 - MachineGunLeftFire
042341 - MachineGunLeftFire_Upper
042342 - StrongENBulletLeftFire
042342 - StrongENBulletLeftFire_Upper
042343 - FastSparkLeftFire
042343 - FastSparkLeftFire_Upper
042344 - FastFlameRadiationLeftFire
042344 - FastFlameRadiationLeftFire_Upper
042345 - ScytheLeftFire
042345 - ScytheLeftFire_Upper
042346 - HolySparkLeftFire
042346 - HolySparkLeftFire_Upper
042347 - SpitLeftFire
042347 - SpitLeftFire_Upper
042348 - BitLeftFire
042348 - BitLeftFire_Upper
042349 - ChakramLeftFire
042349 - ChakramLeftFire_Upper
042350 - BowLeftFire
042350 - BowLeftFire_Upper
042351 - FanLeftFire
042351 - FanLeftFire_Upper
042447 - MagicFireLeftLvl2
042447 - MagicFireLeftLvl2_Upper
042625 - FlamethrowerLeftFire
042625 - FlamethrowerLeftFire_Upper
042633 - Throw42633
047000 - QuickENBulletFireLeftAttackRight
047000 - QuickENBulletFireLeftAttackRight_Upper
047010 - QuickENBulletFireLeftAttackRight2
047010 - QuickENBulletFireLeftAttackRight2_Upper
047020 - QuickMagicENBulletFireLeftAttackLeft
047020 - QuickMagicENBulletFireLeftAttackLeft_Upper
047030 - QuickENBulletFireLeftAttackLeft2
047030 - QuickENBulletFireLeftAttackLeft2_Upper
047040 - QuickENBulletFireLeftStep
047040 - QuickENBulletFireLeftStep_Upper
047050 - QuickENBulletFireLeftDash
047050 - QuickENBulletFireLeftDash_Upper
047100 - QuickSlashFireLeftAttackRight
047100 - QuickSlashFireLeftAttackRight_Upper
047110 - QuickSlashFireLeftAttackRight2
047110 - QuickSlashFireLeftAttackRight2_Upper
047120 - QuickSlashFireLeftAttackLeft
047120 - QuickSlashFireLeftAttackLeft_Upper
047130 - QuickSlashFireLeftAttackLeft2
047130 - QuickSlashFireLeftAttackLeft2_Upper
047140 - QuickSlashFireLeftStep
047140 - QuickSlashFireLeftStep_Upper
047150 - QuickSlashFireLeftDash
047150 - QuickSlashFireLeftDash_Upper

#------------------------------------
# General Anim IDs
#------------------------------------
# AnimIdOffset
000000 - Init

# IdleCategory
000000 - Idle
000000 - AnimeTest
000000 - IdleMenuStart
000000 - IdleMenuLoop
000000 - IdleMenuEnd
000100 - GuardOnIdle
000100 - GuardOnIdle_Upper
010000 - AddDamageGuardStartLeft
010000 - AddDamageStartLeft
010000 - DirDamageSmallLeft_Add
010001 - AddDamageGuardStartRight
010001 - AddDamageStartRight
010001 - DirDamageSmallRight_Add
010002 - AddDamageGuardStartFront
010002 - AddDamageStartFront
010002 - DirDamageSmallFront_Add
010003 - AddDamageGuardStartBack
010003 - AddDamageStartBack
010003 - DirDamageSmallBack_Add
010004 - DirDamageSmallUp_Add
010005 - DirDamageSmallDown_Add
010100 - DirDamageMediumLeft_Add
010101 - DirDamageMediumRight_Add
010102 - DirDamageMediumFront_Add
010103 - DirDamageMediumBack_Add
010104 - DirDamageMediumUp_Add
010105 - DirDamageMediumDown_Add
000110 - GuardOnHeavyIdle
000110 - GuardOnHeavyIdle_Upper
000120 - GuardOnSmall
000120 - GuardOnSmall_Upper
012000 - AddDamageDefaultGuard
012000 - AddDamageDefault
012000 - DamageDirNoAdd
013000 - ChainRecover
013000 - ChainRecover_Upper
017002 - DeathCommonFront1
017003 - DeathCommonBack1
017012 - DeathCommonFront2
017013 - DeathCommonBack2
017022 - DeathCommonFront3
017023 - DeathCommonBack3
017032 - DeathCommonFront4
017033 - DeathCommonBack4
017050 - DeathSmallBlastLeft
017051 - DeathSmallBlastRight
017052 - DeathSmallBlastFront
017053 - DeathSmallBlastBack
017060 - DeathFling
017070 - DeathUpper
017080 - LadderDeathStart
017081 - LadderDeathLoop
017082 - LadderDeathLand
017090 - DeathLand
017102 - DeathLandFaceUp
017103 - DeathLandFaceDown
017110 - DeathLandLow
017130 - DeathWeak
017140 - DeathPoison
017160 - DeathStone
017180 - DeathTaint
017180 - DeathTaintIdle
018002 - DeathCommonFront1Idle
018002 - DeathSmallBlastLeftIdle
018002 - DeathSmallBlastRightIdle
018002 - DeathSmallBlastFrontIdle
018002 - DeathSmallBlastBackIdle
018003 - DeathCommonBack1Idle
018012 - DeathCommonFront2Idle
018013 - DeathCommonBack2Idle
018022 - DeathCommonFront3Idle
018023 - DeathCommonBack3Idle
018032 - DeathCommonFront4Idle
018033 - DeathCommonBack4Idle
018060 - DeathFlingIdle
018070 - DeathUpperIdle
018080 - LadderDeathIdle
018090 - DeathLandIdle
018102 - DeathLandFaceUpIdle
018103 - DeathLandFaceDownIdle
018110 - DeathLandLowIdle
018130 - DeathWeakIdle
018140 - DeathPoisonIdle
018160 - DeathStoneIdle
019000 - GuardStartIdle
019000 - GuardStartIdle_Upper
019001 - GuardStartMove
019002 - GuardEndMove
019010 - GuardStartHeavyIdle
019010 - GuardStartHeavyIdle_Upper
019011 - GuardStartMoveHeavy
019012 - GuardEndHeavyMove
019020 - GuardStartSmall
019020 - GuardStartSmallIdle_Upper
019021 - GuardStartMoveSmall
019022 - GuardEndSmallMove
019030 - GuardStartTorchIdle
019030 - GuardStartTorchIdle_Upper
019031 - GuardStartMoveTorch
019032 - GuardEndTorchMove
019050 - CultGuardStart
019100 - GuardEndIdle
019100 - GuardEndIdle_Upper
019110 - GuardEndHeavyIdle
019110 - GuardEndHeavyIdle_Upper
019120 - GuardEndSmall
019120 - GuardEndSmallIdle_Upper
019130 - GuardEndTorchIdle
019130 - GuardEndTocheIdle_Upper
019150 - CultGuardEnd
019200 - GuardDamageSmallM
019206 - GuardDamageSmall_GenTrans
019210 - GuardDamageMiddleM
019216 - GuardDamageMiddle_GenTrans
019220 - GuardDamageLargeM
019220 - GuardDamageExLarge
019226 - GuardDamageLarge_GenTrans
019250 - GuardDamageSmallTorch
019260 - GuardDamageMediumTorch
019270 - GuardDamageLargeTorch
019300 - GuardDamageSmallL
019310 - GuardDamageMiddleL
019320 - GuardDamageLargeL
019400 - GuardDamageSmallS
019410 - GuardDamageMiddleS
019420 - GuardDamageLargeS
019500 - GuardBreakM
019506 - GuardBreak_GenTrans
019510 - GuardBreakL
019520 - GuardBreakS
019530 - GuardBreakMTorch
000020 - CultIdle
000200 - CultGuardOn
020000 - WalkFrontLight
020000 - WalkFrontLight_anime
020000 - WalkFrontLight_Upper
020001 - WalkBackLight
020001 - WalkBackLight_anime
020001 - WalkBackLight_Upper
020002 - WalkLeftLight
020002 - WalkLeftLight_anime
020002 - WalkLeftLight_Upper
020003 - WalkRightLight
020003 - WalkRightLight_anime
020003 - WalkRightLight_Upper
020010 - WalkFrontHeavy
020010 - WalkFrontHeavy_anime
020010 - WalkFrontHeavy_Upper
020011 - WalkBackHeavy
020011 - WalkBackHeavy_anime
020011 - WalkBackHeavy_Upper
020012 - WalkLeftHeavy
020012 - WalkLeftHeavy_anime
020012 - WalkLeftHeavy_Upper
020013 - WalkRightHeavy
020013 - WalkRightHeavy_anime
020013 - WalkRightHeavy_Upper
020020 - WalkFrontOver
020020 - WalkFrontOver_anime
020020 - WalkFrontOver_Upper
020021 - WalkBackOver
020021 - WalkBackOver_anime
020021 - WalkBackOver_Upper
020022 - WalkLeftOver
020022 - WalkLeftOver_anime
020022 - WalkLeftOver_Upper
020023 - WalkRightOver
020023 - WalkRightOver_anime
020023 - WalkRightOver_Upper
020050 - RightStanceMove_Front
020050 - RightStanceMove_anime_Front
020050 - RightStanceMove_Front00
020050 - RightStanceMove_anime_Front00
020051 - RightStanceMove_Back
020051 - RightStanceMove_anime_Back
020051 - RightStanceMove_Back00
020051 - RightStanceMove_anime_Back00
020052 - RightStanceMove_Left
020052 - RightStanceMove_anime_Left
020052 - RightStanceMove_Left00
020052 - RightStanceMove_anime_Left00
020053 - RightStanceMove_Right
020053 - RightStanceMove_anime_Right
020053 - RightStanceMove_Right00
020053 - RightStanceMove_anime_Right00
020060 - LeftStanceMove_Front
020060 - MoveArrow_anime_Front
020060 - LeftStanceMove_Front00
020060 - MoveArrow_anime_Front00
020061 - LeftStanceMove_Back
020061 - MoveArrow_anime_Back
020061 - LeftStanceMove_Back00
020061 - MoveArrow_anime_Back00
020062 - LeftStanceMove_Left
020062 - MoveArrow_anime_Left
020062 - LeftStanceMove_Left00
020062 - MoveArrow_anime_Left00
020063 - LeftStanceMove_Right
020063 - MoveArrow_anime_Right
020063 - LeftStanceMove_Right00
020063 - MoveArrow_anime_Right00
020070 - Right45StanceMove_Front
020070 - Right45StanceMove_anime_Front
020070 - Right45StanceMove_Front00
020070 - Right45StanceMove_anime_Front00
020071 - Right45StanceMove_Back
020071 - Right45StanceMove_anime_Back
020071 - Right45StanceMove_Back00
020071 - Right45StanceMove_anime_Back00
020072 - Right45StanceMove_Left
020072 - Right45StanceMove_anime_Left
020072 - Right45StanceMove_Left00
020072 - Right45StanceMove_anime_Left00
020073 - Right45StanceMove_Right
020073 - Right45StanceMove_anime_Right
020073 - Right45StanceMove_Right00
020073 - Right45StanceMove_anime_Right00
020100 - RunFrontLight
020100 - RunFrontLight_anime
020100 - RunFrontLight_Upper
020101 - RunBackLight
020101 - RunBackLight_anime
020101 - RunBackLight_Upper
020102 - RunLeftLight
020102 - RunLeftLight_anime
020102 - RunLeftLight_Upper
020103 - RunRightLight
020103 - RunRightLight_anime
020103 - RunRightLight_Upper
020110 - RunFrontHeavy
020110 - RunFrontHeavy_anime
020110 - RunFrontHeavy_Upper
020111 - RunBackHeavy
020111 - RunBackHeavy_anime
020111 - RunBackHeavy_Upper
020112 - RunLeftHeavy
020112 - RunLeftHeavy_anime
020112 - RunLeftHeavy_Upper
020113 - RunRightHeavy
020113 - RunRightHeavy_anime
020113 - RunRightHeavy_Upper
020120 - RunFrontOver
020120 - RunFrontOver_anime
020120 - RunFrontOver_Upper
020121 - RunBackOver
020121 - RunBackOver_anime
020121 - RunBackOver_Upper
020122 - RunLeftOver
020122 - RunLeftOver_anime
020122 - RunLeftOver_Upper
020123 - RunRightOver
020123 - RunRightOver_anime
020123 - RunRightOver_Upper
020200 - DashFrontLight
020200 - DashFrontLight_anime
020200 - DashFrontLight_Upper
020210 - DashFrontHeavy
020210 - DashFrontHeavy_anime
020210 - DashFrontHeavy_Upper
020220 - DashFrontOver
020220 - DashFrontOver_anime
020220 - DashFrontOver_Upper
022000 - WalkStopFront
022000 - WalkStopFront_Upper
022001 - WalkStopBack
022001 - WalkStopBack_Upper
022002 - WalkStopLeft
022002 - WalkStopLeft_Upper
022003 - WalkStopRight
022003 - WalkStopRight_Upper
022100 - RunStopFront
022100 - RunStopFront_Upper
022101 - RunStopBack
022101 - RunStopBack_Upper
022102 - RunStopLeft
022102 - RunStopLeft_Upper
022103 - RunStopRight
022103 - RunStopRight_Upper
022200 - DashStop
022200 - DashStop_Upper
023000 - GuardOnWalk
023010 - GuardOnHeavyWalk
023020 - GuardOnSmallWalk
023030 - GuardOnTorchWalk
023100 - GuardOnRun
023110 - GuardOnHeavyRun
023120 - GuardOnSmallRun
023130 - GuardOnTorchRun
023200 - GuardOnDash
023210 - GuardOnHeavyDash
023220 - GuardOnSmallDash
023230 - GuardOnTorchDash
024000 - MoveCultWalk
024000 - MoveCultWalk_Upper
024100 - MoveCultRun
024100 - MoveCultRun_Upper
026001 - Event26001
026011 - Event26011
026020 - QuickTurnLeft180_Lower
026020 - QuickTurnLeft180_Upper
026021 - Event26021
026022 - QuickTurnStanceRightLeft180_Lower
026024 - QuickTurnStanceLeftLeft180_Lower
026030 - QuickTurnRight180_Lower
026030 - QuickTurnRight180_Upper
026031 - Event26031
026032 - QuickTurnStanceRightRight180_Lower
026034 - QuickTurnStanceLeftRight180_Lower
026250 - Dash180
026250 - Dash180_Upper
027000 - BackStepLight
027010 - BackStepNormal
027020 - BackStepHeavy
027030 - BackStepOverweight
027040 - BackStepSuperlight
027102 - RollingLightLeftSelftrans
027102 - RollingLightLeft
027103 - RollingLightRightSelftrans
027103 - RollingLightRight
027104 - RollingFrontRightSelftrans
027104 - RollingFrontRight
027105 - RollingFrontLeftSelftrans
027105 - RollingFrontLeft
027106 - RollingBackRightSelftrans
027106 - RollingBackRight
027107 - RollingBackLeftSelftrans
027107 - RollingBackLeft
027112 - RollingMediumLeftSelftrans
027112 - RollingMediumLeft
027113 - RollingMediumRightSelftrans
027113 - RollingMediumRight
027114 - RollingMediumFrontRightSelftrans
027114 - RollingMediumFrontRight
027115 - RollingMediumFrontLeftSelftrans
