Sort ID	Name
60060	Tome: Deacons of the Deep
60070	Tome: Abyss Watchers
60080	Tome: High Lord Wolnir
60090	Tome: Old Demon King
60100	Tome: Pontiff Sulyvahn
60110	Tome: Aldrich
60120	Tome: Lordran Remnants
60130	Tome: Fallen Protector
60140	Tome: Yhorm the Giant
60150	Tome: Dancer
60160	Tome: Oceiros
60170	Tome: Champion Gundyr
60180	Tome: Twisted Experiment
60190	Tome: Dragonslayer Armour
60200	Tome: Ancient Wyvern
60210	Tome: Titanite Abomination
60220	Tome: The Rock
60230	Tome: Nameless King
60240	Tome: Mirror Knight
60250	Tome: Twin Princes
60260	Tome: The Marauder
60270	Tome: Soul of Cinder
60280	Tome: Prince Dorthinus
60290	Tome: Sister Friede
60300	Tome: Princess Yngvil
60310	Tome: Demon Prince
60320	Tome: Halflight
60330	Tome: Darkeater Midir
60340	Tome: Slave Knight Gael
60500	Tome: Champions of Yore
80000	Beckon
80000	Point forward
80000	Hurrah!
80000	Bow
80000	Jump for joy
80000	Duel bow
80000	Wave
80000	Praise the Sun
80000	Point up
80000	Point down
80000	Prostration
80000	Proper bow
80000	Prayer
80000	Welcome
80000	Joy
80000	My thanks!
80000	Rejoice
80000	Rest
80000	By my sword
80000	Dignified bow
80000	Curl up
80000	Stretch out
80000	Call over
80000	Collapse
80000	Quiet Resolve
80000	Patches Squat
80000	Applause
80000	Path of the Dragon
80000	Legion Etiquette
80000	Darkmoon Loyalty
80000	Sleep
80000	Toast
80000	Silent Ally
80000	Unmannered Bow
80000	Shrug
80000	Dismissive Point
80000	Look Skyward
80000	Well! What is it!
80000	Praise the Heavens
80000	Retch
80000	Confused
99000	Pendant
110500	Farron Dart
110501	Refined Farron Dart
110600	Soul Wave
110601	Swift Soul Wave
110700	Soul Arrow
110701	Explosive Soul Arrow
110800	Soul Spear
110801	Explosive Soul Spear
110900	Crystal Soul Spear
110901	Homing Crystal Soul Spear
111000	White Dragon Breath
111001	Extended White Dragon Breath
111100	Farron Flashsword
111101	Refined Farron Flashsword
111200	Soul Greatsword
111201	Heavy Soul Greatsword
111300	Old Moonlight
111301	Heavy Old Moonlight
111400	Homing Soulmass
111401	Surging Soulmass
111500	Homing Crystal Soulmass
111501	Weakening Crystal Soulmass
111600	Scattering Soul Orb
111601	Repeating Soul Orb
111700	Scattering Crystal Orb
111701	Repeating Crystal Orb
111800	Farron Hail
111801	Homing Farron Hail
111900	Crystal Hail
111901	Focused Crystal Hail
112000	Orbs of Judgment
112001	Swift Orbs of Judgment
112100	Crystal Storm
112101	Repeating Crystal Storm
112200	Blizzard
112201	Repeating Blizzard
112300	Soul Stream
112301	Quickened Soul Stream
112400	Soul Geyser
112401	Crystal Soul Geyser
112500	Pestilent Mist
112501	Lingering Pestilent Mist
112600	Snap Freeze
112601	Lingering Snap Freeze
112700	Shockwave
112701	Refined Shockwave
112800	Blinding Light
112801	Refined Blinding Light
112900	Twisted Wall of Light
112901	Impenetrable Wall of Light
113000	Aural Decoy
113001	Refined Aural Decoy
113100	Repair
113101	Skilled Repair
113200	Magic Weapon
113300	Great Magic Weapon
113400	Crystal Magic Weapon
113401	Supreme Magic Weapon
113500	Frozen Weapon
113501	Supreme Frozen Weapon
113600	Hidden Weapon
113601	Refined Hidden Weapon
113700	Magic Shield
113800	Great Magic Shield
113801	Supreme Magic Shield
113900	Unleash Magic
113901	Lingering Unleash Magic
114000	Spook
114001	Mass Spook
114100	Hidden Body
114101	Mass Hidden Body
114200	Chameleon
114201	Refined Chameleon
114300	Cast Light
114301	Refined Cast Light
120100	Fireball
120101	Incendiary Fireball
120200	Fire Orb
120201	Weakening Fire Orb
120300	Great Chaos Fire Orb
120301	Homing Chaos Fire Orb
120400	Bursting Fireball
120401	Incendiary Bursting Fireball
120500	Profaned Flame
120501	Distant Profaned Flame
120600	Chaos Bed Vestiges
120601	Chaos Vortex
120700	Seething Chaos
120701	Great Seething Chaos
120800	Flame Fan
120801	Refined Flame Fan
120900	Great Combustion
120901	Incendiary Combustion
121000	Fire Surge
121001	Refined Fire Surge
121100	Fire Whip
121101	Incendiary Fire Whip
121200	Sacred Flame
121201	Refined Sacred Flame
121300	Firestorm
121301	Repeating Firestorm
121350	Chaos Storm
121351	Repeating Chaos Storm
121400	Lingering Chaos
121401	Refined Lingering Chaos
121500	Floating Chaos
121501	Lingering Floating Chaos
121600	Chaos Beam
121601	Incinerating Chaos Beam
121700	Cataclysm
121701	Great Cataclysm
121800	Boulder Heave
121801	Swift Boulder Heave
121900	Fecal Expulsion
121901	Great Fecal Expulsion
122000	Heave Earth
122001	Homing Heave Earth
122100	Earthquake
122101	Quickened Earthquake
122200	Earthfall
122201	Summon Earthfall
122300	Acid Surge
122301	Lingering Acid Surge
122400	Poison Mist
122401	Lingering Poison Mist
122500	Toxic Mist
122501	Lingering Toxic Mist
122600	Immolation
122601	Lingering Immolation
122700	Rapport
122701	Fortified Rapport
122800	Warmth
122801	Fond Warmth
122900	Carthus Flame Arc
122901	Supreme Carthus Flame Arc
123000	Carthus Beacon
123001	Lingering Carthus Beacon
123100	Power Within
123101	Lingering Power Within
123200	Flash Sweat
123201	Great Flash Sweat
123300	Profuse Sweat
123301	Refined Profuse Sweat
123400	Iron Flesh
123401	Lingering Iron Flesh
123500	Rockflesh
123501	Lingering Rockflesh
130100	Lightning Arrow
130101	Refined Lightning Arrow
130200	Lightning Spear
130201	Lightning Surge
130300	Great Lightning Spear
130301	Storm Spear
130400	Sunlight Spear
130401	Homing Sunlight Spear
130500	Wrathful Orbs
130501	Weakening Wrathful Orbs
130600	Wrathful Barrage
130601	Wrathful Wave
130700	Holy Schism
130701	Quickened Holy Schism
130800	Lightning Stake
130801	Sunlight Stake
130900	Lightning Storm
130901	Sunlight Storm
131000	Heavenly Thunder
131001	Repeating Heavenly Thunder
131100	Overwhelming Power
131101	Lingering Overwhelming Power
131200	Way of White Corona
131201	Refined Way of White Corona
131300	Halo
131301	Quickened Halo
131400	Divine Arrow
131401	Refined Divine Arrow
131500	Lothric's Holy Spear
131501	Homing Lothric's Holy Spear
131600	Force
131601	Refined Force
131700	Wrath of the Gods
131701	Quickened Wrath of the Gods
131800	Emit Force
131801	Emit Wrath
131900	Divine Pillars of Light
131901	Repeating Pillars of Light
132000	Angelic Barrage
132001	Angelic Punishment
132100	Proof of a Pact
132101	Repeating Proof of a Pact
132200	Ghostly Assault
132201	Extended Ghostly Assault
132300	Heal Aid
132301	Extended Heal Aid
132400	Heal
132401	Extended Heal
132500	Med Heal
132501	Extended Med Heal
132600	Great Heal
132601	Extended Great Heal
132700	Soothing Sunlight
132701	Extended Soothing Sunlight
132800	Projected Heal
132801	Extended Projected Heal
132900	Replenishment
132901	Lingering Replenishment
133000	Bountiful Light
133001	Lingering Bountiful Light
133100	Bountiful Sunlight
133101	Lingering Bountiful Sunlight
133200	Caressing Tears
133201	Quickened Caressing Tears
133300	Lightning Blade
133301	Sunlight Blade
133400	Blessed Weapon
133401	Supreme Blessed Weapon
133500	Darkmoon Blade
133501	Supreme Darkmoon Blade
133600	Magic Barrier
133700	Great Magic Barrier
133701	Supreme Magic Barrier
133800	Sacred Oath
133801	Extended Sacred Oath
133900	Heavenly Relief
133901	Divine Relief
134000	Perseverance
134001	Lingering Perseverance
134100	Tears of Denial
134101	Mass Tears of Denial
134200	Homeward
134201	Refined Homeward
140100	Deep Barb
140101	Refined Deep Barb
140200	Deep Soul
140201	Deep Overflow
140300	Great Deep Soul
140301	Weakening Deep Soul
140400	Great Soul Dregs
140401	Quickened Soul Dregs
140500	Surging Deep
140501	Refined Surging Deep
140600	Climax
140601	Explosive Climax
140700	Writhing Deep
140701	Great Writhing Deep
140800	Dark Edge
140801	Refined Dark Edge
140900	Abyssal Edge
140901	Heavy Abyssal Edge
141000	Affinity
141001	Pursuers
141100	Dark Bead
141101	Cursed Dark Bead
141200	Cascading Deep
141201	Lingering Cascading Deep
141300	Dreg Torrent
141301	Repeating Dreg Torrent
141400	Yearning Dregs
141401	Repeating Yearning Dregs
141500	Black Fireball
141501	Black Fire Whip
141600	Black Fire Orb
141601	Weakening Black Fire Orb
141700	Black Fire Scatter
141701	Great Black Fire Scatter
141800	Black Fire Vestiges
141801	Scorching Black Fire Vestiges
141900	Black Flame
141901	Scorching Black Flame
142000	Black Serpent
142001	Quickened Black Serpent
142100	Mournful Flames
142101	Scorching Mournful Flames
142200	Dark Dance
142201	Forceful Dark Dance
142300	Recollection
142301	Scorching Recollection
142400	Nibble
142401	Refined Nibble
142500	Gnaw
142501	Gnawing Swarm
142600	Dorhys' Gnawing
142601	Quickened Dorhys' Gnawing
142700	Devouring Swarm
142701	Repeating Swarm
142800	Lifehunt Scythe
142801	Great Lifehunt Scythe
142900	Gravelord Sword Dance
142901	Gravelord Sword
143000	Vow of Agony
143001	Curse of Agony
143100	Dead Again
143101	Refined Dead Again
143200	Whisper of Despair
143201	Echo of Despair
143300	Repel
143301	Lingering Repel
143400	Vow of Silence
143401	Curse of Silence
143500	Black Flame Arc
143501	Supreme Black Flame Arc
143600	Dark Blade
143601	Supreme Dark Blade
143700	Pungent Blade
143701	Supreme Pungent Blade
143800	Pulsating Blade
143801	Supreme Pulsating Blade
143900	Numbness
143901	Lingering Numbness
144000	Atonement
144001	Lingering Atonement
144100	Deep Protection
144101	Bottomless Deep Protection
