ID,Name,Equip ID,Value,Material ID,Event Flag,QWC ID,Quantity,Shop Type,Equip Type,Value (SAN),Price Rate
30221,[Ludleth - Darkeater Midir] Old Moonlight,1376000,10000,100026,-1,-1,-1,0,3,-1,1
30223,[Ludleth - Darkeater Midir] Obsidian Greatsword,31040000,10000,100026,-1,-1,-1,0,0,-1,1
30224,[Ludleth - Darkeater Midir] Unleash Magic,1801000,10000,100026,-1,-1,-1,0,3,-1,1
30230,[Ludleth - Slave Knight Gael] Gael's Greatsword,2260000,10000,100024,-1,-1,-1,0,0,-1,1
30231,[Ludleth - Slave Knight Gael] Repeating Crossbow,14190000,10000,100024,-1,-1,-1,0,0,-1,1
30232,[Ludleth - Slave Knight Gael] Halo,3803000,10000,100024,-1,-1,-1,0,3,-1,1
30233,[Ludleth - Slave Knight Gael] Overwhelming Power,3818000,10000,100024,-1,-1,-1,0,3,-1,1
30300,[Ludleth - Rosaria] Bountiful Sunlight,3505000,7500,100021,-1,-1,-1,0,3,-1,1
30301,[Ludleth - Rosaria] Longstaff of Rosaria,12150000,7500,100021,-1,-1,-1,0,0,-1,1
30302,[Ludleth - Rosaria] Divine Arrow,3813000,7500,100021,-1,-1,-1,0,3,-1,1
30310,[Ludleth - Demon] Demon's Great Hammer,30630000,5000,100019,-1,-1,-1,0,0,-1,1
30311,[Ludleth - Demon] Demon's Fist,11030000,5000,100019,-1,-1,-1,0,0,-1,1
30312,[Ludleth - Demon] Demon's Machete,30640000,5000,100019,-1,-1,-1,0,0,-1,1
30320,[Ludleth - Stray Demon] Boulder Heave,2630000,5000,100022,-1,-1,-1,0,3,-1,1
30321,[Ludleth - Stray Demon] Demon's Great Axe,30620000,5000,100022,-1,-1,-1,0,0,-1,1
30330,[Ludleth - Halflight] White Birch Bow,14120000,10000,100031,-1,-1,-1,0,0,-1,1
30331,[Ludleth - Halflight] Wrathful Orbs,3819000,10000,100031,-1,-1,-1,0,3,-1,1
30332,[Ludleth - Halflight] Holy Schism,3820000,10000,100031,-1,-1,-1,0,3,-1,1
30333,[Ludleth - Halflight] Wrathful Barrage,3821000,10000,100031,-1,-1,-1,0,3,-1,1
36000,[Bonfire - Dreamcatcher's Ashes] Titanite Shard,1000,-1,-1,-1,70000101,-1,0,3,-1,1
36001,[Bonfire - Grave Warden's Ashes] Large Titanite Shard,1001,-1,-1,-1,70000103,-1,0,3,-1,1
36002,[Bonfire - Easterner's Ashes] Titanite Chunk,1002,-1,-1,-1,70000109,-1,0,3,-1,1
36003,[Bonfire - Lothric] Titanite Slab,1003,-1,-1,-1,25001018,-1,0,3,-1,1
36004,[Bonfire - Xanthous Ashes] Twinkling Titanite,1030,-1,-1,-1,70000106,-1,0,3,-1,1
36005,[Bonfire - Prisoner Chief's Ashes] Titanite Scale,1020,-1,-1,-1,70000105,-1,0,3,-1,1
36006,[Bonfire - Dragon Chaser's Ashes] Dragon Scale,1010,-1,-1,-1,70000108,-1,0,3,-1,1
36007,[Bonfire - Old Demon King] Fire Seed,1060,-1,-1,-1,25001008,-1,0,3,-1,1
36008,[Bonfire - Dreamcatcher's Ashes] Shriving Stone,1250,-1,-1,-1,70000101,-1,0,3,-1,1
36009,[Bonfire - Dreamcatcher's Ashes] Lethal Gem,4000,-1,-1,-1,70000101,-1,0,3,-1,1
36010,[Bonfire - Dreamcatcher's Ashes] Curse Gem,4001,-1,-1,-1,70000101,-1,0,3,-1,1
36011,[Bonfire - Dreamcatcher's Ashes] Poison Gem,4002,-1,-1,-1,70000101,-1,0,3,-1,1
36012,[Bonfire - Dreamcatcher's Ashes] Blood Gem,4003,-1,-1,-1,70000101,-1,0,3,-1,1
36013,[Bonfire - Dreamcatcher's Ashes] Frost Gem,4004,-1,-1,-1,70000101,-1,0,3,-1,1
36014,[Bonfire - Dreamcatcher's Ashes] Magic Gem,4005,-1,-1,-1,70000101,-1,0,3,-1,1
36015,[Bonfire - Dreamcatcher's Ashes] Fire Gem,4006,-1,-1,-1,70000101,-1,0,3,-1,1
36016,[Bonfire - Dreamcatcher's Ashes] Lightning Gem,4007,-1,-1,-1,70000101,-1,0,3,-1,1
36017,[Bonfire - Dreamcatcher's Ashes] Dark Gem,4008,-1,-1,-1,70000101,-1,0,3,-1,1
36018,[Bonfire - Dreamcatcher's Ashes] Lucky Gem,4009,-1,-1,-1,70000101,-1,0,3,-1,1
36019,[Bonfire - Dreamcatcher's Ashes] Enchanted Gem,4010,-1,-1,-1,70000101,-1,0,3,-1,1
36020,[Bonfire - Dreamcatcher's Ashes] Holy Gem,4011,-1,-1,-1,70000101,-1,0,3,-1,1
36021,[Bonfire - Dreamcatcher's Ashes] Sharp Gem,4012,-1,-1,-1,70000101,-1,0,3,-1,1
36022,[Bonfire - Dreamcatcher's Ashes] Blunt Gem,4013,-1,-1,-1,70000101,-1,0,3,-1,1
36024,[Bonfire - Lothric] Divine Blessing,240,-1,-1,-1,25001018,-1,0,3,-1,1
36025,[Bonfire - Lothric] Hidden Blessing,241,-1,-1,-1,25001018,-1,0,3,-1,1
36028,[Bonfire - Dreamcatcher's Ashes] Infusing Essence,2200,-1,-1,-1,70000101,-1,0,3,-1,1
36029,[Bonfire - Dreamcatcher's Ashes] Degrading Essence,2201,-1,-1,-1,70000101,-1,0,3,-1,1
36030,[Bonfire - Mortician's Ashes] Brightbug,2160,-1,-1,-1,70000100,-1,0,3,-1,1
36038,[Bonfire - Mortician's Ashes] Repair Powder,280,-1,-1,-1,70000100,-1,0,3,-1,1
36039,[Bonfire - Default] Green Blossom,260,-1,-1,-1,-1,-1,0,3,-1,1
36040,[Bonfire - Default] Bloodred Moss Clump,270,-1,-1,-1,-1,-1,0,3,-1,1
36041,[Bonfire - Default] Purple Moss Clump,271,-1,-1,-1,-1,-1,0,3,-1,1
36042,[Bonfire - Mortician's Ashes] Blooming Purple Moss Clump,272,-1,-1,-1,70000100,-1,0,3,-1,1
36043,[Bonfire - Paladin's Ashes] Purging Stone,274,-1,-1,-1,70000102,-1,0,3,-1,1
36044,[Bonfire - Excrement-covered Ashes] Rime-blue Moss Clump,276,-1,-1,-1,70000104,-1,0,3,-1,1
36045,[Bonfire - Grave Warden's Ashes] Kukri,290,-1,-1,-1,70000103,-1,0,3,-1,1
36046,[Bonfire - Default] Firebomb,292,-1,-1,-1,-1,-1,0,3,-1,1
36047,[Bonfire - Default] Dung Pie,293,-1,-1,-1,-1,-1,0,3,-1,1
36048,[Bonfire - Mortician's Ashes] Alluring Skull,294,-1,-1,-1,70000100,-1,0,3,-1,1
36049,[Bonfire - Paladin's Ashes] Undead Hunter Charm,296,-1,-1,-1,70000102,-1,0,3,-1,1
36050,[Bonfire - Mortician's Ashes] Black Firebomb,297,-1,-1,-1,70000100,-1,0,3,-1,1
36051,[Bonfire - Default] Rope Firebomb,299,-1,-1,-1,-1,-1,0,3,-1,1
36052,[Bonfire - Xanthous Ashes] Lightning Urn,300,-1,-1,-1,70000106,-1,0,3,-1,1
36053,[Bonfire - Mortician's Ashes] Rope Black Firebomb,302,-1,-1,-1,70000100,-1,0,3,-1,1
36054,[Bonfire - Default] Stalk Dung Pie,303,-1,-1,-1,-1,-1,0,3,-1,1
36055,[Bonfire - Paladin's Ashes] Duel Charm,304,-1,-1,-1,70000102,-1,0,3,-1,1
36056,[Bonfire - Default] Throwing Knife,310,-1,-1,-1,-1,-1,0,3,-1,1
36057,[Bonfire - Dreamcatcher's Ashes] Poison Throwing Knife,311,-1,-1,-1,70000101,-1,0,3,-1,1
36058,[Bonfire - Mortician's Ashes] Charcoal Pine Resin,330,-1,-1,-1,70000100,-1,0,3,-1,1
36059,[Bonfire - Xanthous Ashes] Gold Pine Resin,331,-1,-1,-1,70000106,-1,0,3,-1,1
36060,[Bonfire - Paladin's Ashes] Human Pine Resin,334,-1,-1,-1,70000102,-1,0,3,-1,1
36061,[Bonfire - Grave Warden's Ashes] Carthus Rouge,335,-1,-1,-1,70000103,-1,0,3,-1,1
36062,[Bonfire - Prisoner Chief's Ashes] Pale Pine Resin,336,-1,-1,-1,70000105,-1,0,3,-1,1
36063,[Bonfire - Mortician's Ashes] Charcoal Pine Bundle,340,-1,-1,-1,70000100,-1,0,3,-1,1
36064,[Bonfire - Xanthous Ashes] Gold Pine Bundle,341,-1,-1,-1,70000106,-1,0,3,-1,1
36065,[Bonfire - Dreamcatcher's Ashes] Rotten Pine Resin,343,-1,-1,-1,70000101,-1,0,3,-1,1
36066,[Bonfire - Default] Homeward Bone,350,-1,-1,-1,-1,-1,0,3,-1,1
36067,[Bonfire - Default] Prism Stone,370,-1,-1,-1,-1,-1,0,3,-1,1
36068,[Bonfire - Dreamcatcher's Ashes] Mossfruit,452,-1,-1,-1,70000101,-1,0,3,-1,1
36069,[Bonfire - Mortician's Ashes] Young White Branch,454,-1,-1,-1,70000100,-1,0,3,-1,1
36070,[Bonfire - Grave Warden's Ashes] Rusted Coin,455,-1,-1,-1,70000103,-1,0,3,-1,1
36071,[Bonfire - Prisoner Chief's Ashes] Siegbräu,456,-1,-1,-1,70000105,-1,0,3,-1,1
36072,[Bonfire - Prisoner Chief's Ashes] Rusted Gold Coin,457,-1,-1,-1,70000105,-1,0,3,-1,1
36073,[Bonfire - Paladin's Ashes] Blue Bug Pellet,458,-1,-1,-1,70000102,-1,0,3,-1,1
36074,[Bonfire - Paladin's Ashes] Red Bug Pellet,459,-1,-1,-1,70000102,-1,0,3,-1,1
36075,[Bonfire - Paladin's Ashes] Yellow Bug Pellet,460,-1,-1,-1,70000102,-1,0,3,-1,1
36076,[Bonfire - Paladin's Ashes] Black Bug Pellet,461,-1,-1,-1,70000102,-1,0,3,-1,1
36077,[Bonfire - Default] Ember,500,-1,-1,-1,-1,-1,0,3,-1,5
36080,[Bonfire - Grave Warden's Ashes] Tarnished Coin,3004,-1,-1,-1,70000103,-1,0,3,-1,1
36081,[Bonfire - Prisoner Chief's Ashes] Tarnished Silver Coin,3005,-1,-1,-1,70000105,-1,0,3,-1,1
36082,[Bonfire - Grave Warden's Ashes] Hexing Urn,3018,-1,-1,-1,70000103,-1,0,3,-1,1
36083,[Bonfire - Paladin's Ashes] Witching Urn,3020,-1,-1,-1,70000102,-1,0,3,-1,1
36084,[Bonfire - Excrement-covered Ashes] Old Growth Balm,3021,-1,-1,-1,70000104,-1,0,3,-1,1
36085,[Bonfire - Excrement-covered Ashes] Vine Balm,3022,-1,-1,-1,70000104,-1,0,3,-1,1
36086,[Bonfire - Excrement-covered Ashes] Blackweed Balm,3023,-1,-1,-1,70000104,-1,0,3,-1,1
36087,[Bonfire - Excrement-covered Ashes] Goldenfruit Balm,3024,-1,-1,-1,70000104,-1,0,3,-1,1
36088,[Bonfire - Default] Seed of a Giant Tree,440,-1,-1,-1,-1,-1,0,3,-1,1
36089,[Bonfire - Paladin's Ashes] Cleansing Pendant,275,-1,-1,-1,70000102,-1,0,3,-1,1
36100,[Bonfire - Default] Standard Arrow,400000,-1,-1,-1,-1,-1,0,0,-1,1
36101,[Bonfire - Grave Warden's Ashes] Fire Arrow,400100,-1,-1,-1,70000103,-1,0,0,-1,1
36102,[Bonfire - Excrement-covered Ashes] Poison Arrow,400200,-1,-1,-1,70000104,-1,0,0,-1,1
36103,[Bonfire - Paladin's Ashes] Large Arrow,400300,-1,-1,-1,70000102,-1,0,0,-1,1
36104,[Bonfire - Mortician's Ashes] Feather Arrow,400400,-1,-1,-1,70000100,-1,0,0,-1,1
36105,[Bonfire - Aldrich] Moonlight Arrow,400500,-1,-1,-1,25001010,-1,0,0,-1,1
36106,[Bonfire - Default] Wood Arrow,400600,-1,-1,-1,-1,-1,0,0,-1,1
36107,[Bonfire - Prisoner Chief's Ashes] Dark Arrow,400700,-1,-1,-1,70000105,-1,0,0,-1,1
36108,[Bonfire - Xanthous Ashes] Lightning Arrow,410000,-1,-1,-1,70000106,-1,0,0,-1,1
36109,[Bonfire - Grave Warden's Ashes] Lacerating Arrow,410600,-1,-1,-1,70000103,-1,0,0,-1,1
36110,[Bonfire - Excrement-covered Ashes] Frost Arrow,410400,-1,-1,-1,70000104,-1,0,0,-1,1
36111,[Bonfire - Dragon Chaser's Ashes] Draconic Arrow,410300,-1,-1,-1,70000108,-1,0,0,-1,1
36112,[Bonfire - Easterner's Ashes] Dragonslayer Greatarrow,402000,-1,-1,-1,70000109,-1,0,0,-1,1
36113,[Bonfire - Easterner's Ashes] Dragonslayer Lightning Arrow,402200,-1,-1,-1,70000109,-1,0,0,-1,1
36114,[Bonfire - Easterner's Ashes] Onislayer Greatarrow,402300,-1,-1,-1,70000109,-1,0,0,-1,1
36115,[Bonfire - Captain's Ashes] Millwood Greatarrow,402400,-1,-1,-1,70000120,-1,0,0,-1,1
36116,[Bonfire - Aldrich] Moonlight Greatarrow,412000,-1,-1,-1,25001010,-1,0,0,-1,1
36117,[Bonfire - Old Demon King] Demonic Greatarrow,422000,-1,-1,-1,25001008,-1,0,0,-1,1
36118,[Bonfire - Darkeater Midir] Corrupted Greatarrow,432000,-1,-1,-1,25001023,-1,0,0,-1,1
36119,[Bonfire - Dragon Chaser's Ashes] Draconic Greatarrow,442000,-1,-1,-1,70000108,-1,0,0,-1,1
36120,[Bonfire - Default] Wood Greatarrow,412300,-1,-1,-1,-1,-1,0,0,-1,1
36121,[Bonfire - Default] Standard Bolt,404000,-1,-1,-1,-1,-1,0,0,-1,1
36122,[Bonfire - Paladin's Ashes] Heavy Bolt,404100,-1,-1,-1,70000102,-1,0,0,-1,1
36123,[Bonfire - Grave Warden's Ashes] Sniper Bolt,404200,-1,-1,-1,70000103,-1,0,0,-1,1
36124,[Bonfire - Default] Wood Bolt,404300,-1,-1,-1,-1,-1,0,0,-1,1
36125,[Bonfire - Xanthous Ashes] Lightning Bolt,404400,-1,-1,-1,70000106,-1,0,0,-1,1
36126,[Bonfire - Easterner's Ashes] Splintering Bolt,404500,-1,-1,-1,70000109,-1,0,0,-1,1
36127,[Bonfire - Grave Warden's Ashes] Exploding Bolt,404600,-1,-1,-1,70000103,-1,0,0,-1,1
36128,[Bonfire - Prisoner Chief's Ashes] Magic Bolt,414000,-1,-1,-1,70000105,-1,0,0,-1,1
36129,[Bonfire - Grave Warden's Ashes] Fire Bolt,424000,-1,-1,-1,70000103,-1,0,0,-1,1
36130,[Bonfire - Prisoner Chief's Ashes] Dark Bolt,434000,-1,-1,-1,70000105,-1,0,0,-1,1
36131,[Bonfire - Excrement-covered Ashes] Poison Bolt,444000,-1,-1,-1,70000104,-1,0,0,-1,1
36132,[Bonfire - Excrement-covered Ashes] Frost Bolt,454000,-1,-1,-1,70000104,-1,0,0,-1,1
36133,[Bonfire - Dragon Chaser's Ashes] Draconic Bolt,414100,-1,-1,-1,70000108,-1,0,0,-1,1
36134,[Bonfire - Excrement-covered Ashes] Frozen Pine Resin,344,-1,-1,-1,70000104,-1,0,3,-1,1
36135,[Bonfire - Lothric] Prismatic Slab,1050,-1,-1,-1,25001018,-1,0,3,-1,1
36136,[Bonfire - Crystal Sage] Crystal Fragment,1070,-1,-1,-1,25001004,-1,0,3,-1,1
36137,[Bonfire - Wolnir] Abyssal Fragment,1080,-1,-1,-1,25001007,-1,0,3,-1,1
36138,[Bonfire - Deacons] Holy Fragment,1090,-1,-1,-1,25001005,-1,0,3,-1,1
36140,[Bonfire - Default] Lifegem,800,-1,-1,-1,-1,-1,0,3,-1,1
36141,[Bonfire - Mortician's Ashes] Radiant Lifegem,801,-1,-1,-1,70000100,-1,0,3,-1,1
36142,[Bonfire - Grave Warden's Ashes] Old Radiant Lifegem,802,-1,-1,-1,70000103,-1,0,3,-1,1
36143,[Bonfire - Xanthous Ashes] Elizabeth Mushroom,803,-1,-1,-1,70000106,-1,0,3,-1,1
36144,[Bonfire - Excrement-covered Ashes] Dried Root,804,-1,-1,-1,70000104,-1,0,3,-1,1
36145,[Bonfire - Dreamcatcher's Ashes] Rouge Water,805,-1,-1,-1,70000101,-1,0,3,-1,1
36146,[Bonfire - Easterner's Ashes] Crimson Water,806,-1,-1,-1,70000109,-1,0,3,-1,1
40000,[Yoel] Deep Barb,4100000,-1,-1,-1,-1,-1,0,3,-1,1
40001,[Yoel] Whisper of Despair,4114000,-1,-1,-1,-1,-1,0,3,-1,1
40002,[Yoel] Farron Dart,1200000,-1,-1,-1,-1,-1,0,3,-1,1
40003,[Yoel] Shockwave,1302000,-1,-1,-1,-1,-1,0,3,-1,1
40004,[Yoel] Magic Shield,1330000,-1,-1,-1,-1,-1,0,3,-1,1
40005,[Yoel] Purging Stone,274,-1,-1,-1,-1,-1,0,3,-1,2
40006,[Yoel] Soul Arrow,1300000,-1,-1,-1,-1,-1,0,3,-1,1
40007,[Yoel] Rouge Water,805,-1,-1,-1,-1,-1,0,3,-1,2
41000,[Yuria] Purging Stone,274,-1,-1,-1,-1,-1,0,3,-1,1.5
41001,[Yuria] Poison Throwing Knife,311,100,-1,-1,-1,-1,0,3,-1,1
41002,[Yuria] Morion Blade,2180000,-1,-1,-1,-1,-1,0,0,-1,1
41003,[Yuria] Ring of Sacrifice,20210,-1,-1,-1,-1,-1,0,2,-1,1
41004,[Yuria] Dark Hand,11040000,-1,-1,-1,-1,-1,0,0,-1,1
41005,[Yuria] Crimson Water,806,-1,-1,-1,-1,-1,0,3,-1,2
100000,[Andre] Dagger,1000000,-1,-1,-1,-1,-1,0,0,-1,1
100001,[Andre] Bandit's Knife,1010000,-1,-1,-1,-1,-1,0,0,-1,1
100010,[Andre] Parrying Dagger,1020000,-1,-1,-1,-1,-1,0,0,-1,1
100011,[Andre] Shortsword,2000000,-1,-1,-1,-1,-1,0,0,-1,1
100012,[Andre] Longsword,2010000,-1,-1,-1,-1,-1,0,0,-1,1
100013,[Andre] Broadsword,2020000,-1,-1,-1,-1,-1,0,0,-1,1
100014,[Andre] Estoc,3000000,-1,-1,-1,-1,-1,0,0,-1,1
100015,[Andre] Mail Breaker,3010000,-1,-1,-1,-1,-1,0,0,-1,1
100016,[Andre] Rapier,3020000,-1,-1,-1,-1,-1,0,0,-1,1
100017,[Andre] Shotel,4010000,-1,-1,-1,-1,-1,0,0,-1,1
100018,[Andre] Scimitar,4030000,-1,-1,-1,-1,-1,0,0,-1,1
100019,[Andre] Falchion,4040000,-1,-1,-1,-1,-1,0,0,-1,1
100020,[Andre] Uchigatana,5000000,-1,-1,-1,-1,-1,0,0,-1,1
100021,[Andre] Bastard Sword,6000000,-1,-1,-1,-1,-1,0,0,-1,1
100022,[Andre] Claymore,6020000,-1,-1,-1,-1,-1,0,0,-1,1
100023,[Andre] Zweihander,6040000,-1,-1,-1,-1,-1,0,0,-1,1
100024,[Andre] Greatsword,6050000,-1,-1,-1,-1,-1,0,0,-1,1
100025,[Andre] Hand Axe,7000000,-1,-1,-1,-1,-1,0,0,-1,1
100026,[Andre] Battle Axe,7010000,-1,-1,-1,-1,-1,0,0,-1,1
100027,[Andre] Greataxe,7050000,-1,-1,-1,-1,-1,0,0,-1,1
100028,[Andre] Club,8000000,-1,-1,-1,-1,-1,0,0,-1,1
100029,[Andre] Mace,8010000,-1,-1,-1,-1,-1,0,0,-1,1
100030,[Andre] Warpick,8240000,-1,-1,-1,-1,-1,0,0,-1,1
100031,[Andre] Pickaxe,8250000,-1,-1,-1,-1,-1,0,0,-1,1
100032,[Andre] Spear,9000000,-1,-1,-1,-1,-1,0,0,-1,1
100033,[Andre] Winged Spear,9010000,-1,-1,-1,-1,-1,0,0,-1,1
100034,[Andre] Partizan,9030000,-1,-1,-1,-1,-1,0,0,-1,1
100035,[Andre] Pike,9200000,-1,-1,-1,-1,-1,0,0,-1,1
100036,[Andre] Great Scythe,10000000,-1,-1,-1,-1,-1,0,0,-1,1
100037,[Andre] Lucerne,10010000,-1,-1,-1,-1,-1,0,0,-1,1
100038,[Andre] Glaive,10020000,-1,-1,-1,-1,-1,0,0,-1,1
100039,[Andre] Halberd,10030000,-1,-1,-1,-1,-1,0,0,-1,1
100040,[Andre] Claw,11000000,-1,-1,-1,-1,-1,0,0,-1,1
100041,[Andre] Caestus,11010000,-1,-1,-1,-1,-1,0,0,-1,1
100042,[Andre] Whip,12000000,-1,-1,-1,-1,-1,0,0,-1,1
100043,[Andre] Quarterstaff,12110000,-1,-1,-1,-1,-1,0,0,-1,1
100044,[Andre] Short Bow,14010000,-1,-1,-1,-1,-1,0,0,-1,1
100045,[Andre] Birch Crossbow,14040000,-1,-1,-1,-1,-1,0,0,-1,1
100046,[Andre] Longbow,14060000,-1,-1,-1,-1,-1,0,0,-1,1
100047,[Andre] Oak Crossbow,14110000,-1,-1,-1,-1,-1,0,0,-1,1
100048,[Andre] Buckler,20000000,-1,-1,-1,-1,-1,0,0,-1,1
100049,[Andre] Small Leather Shield,20010000,-1,-1,-1,-1,-1,0,0,-1,1
100050,[Andre] Round Shield,20030000,-1,-1,-1,-1,-1,0,0,-1,1
100051,[Andre] Large Leather Shield,20040000,-1,-1,-1,-1,-1,0,0,-1,1
100052,[Andre] Leather Shield,20220000,-1,-1,-1,-1,-1,0,0,-1,1
100060,[Andre] Blacksmith Hammer,8280000,-1,-1,-1,-1,-1,0,0,-1,1
100061,[Andre] Torch,23000000,-1,-1,-1,-1,-1,0,0,-1,1
100062,[Andre] Warrior's Round Shield,20180000,-1,-1,-1,-1,-1,0,0,-1,1
100100,[Andre - Mortician's Ashes] Harpe,1060000,-1,-1,-1,70000100,-1,0,0,-1,1
100101,[Andre - Mortician's Ashes] Flamberge,6140000,-1,-1,-1,70000100,-1,0,0,-1,1
100102,[Andre - Mortician's Ashes] Brigand Axe,7020000,-1,-1,-1,70000100,-1,0,0,-1,1
100103,[Andre - Mortician's Ashes] Missionary Axe,7090000,-1,-1,-1,70000100,-1,0,0,-1,1
100104,[Andre - Mortician's Ashes] Thrall Axe,7100000,-1,-1,-1,70000100,-1,0,0,-1,1
100105,[Andre - Mortician's Ashes] Wooden Mallet,30240000,-1,-1,-1,70000100,-1,0,0,-1,1
100106,[Andre - Mortician's Ashes] Reinforced Club,8030000,-1,-1,-1,70000100,-1,0,0,-1,1
100107,[Andre - Mortician's Ashes] Large Club,8060000,-1,-1,-1,70000100,-1,0,0,-1,1
100108,[Andre - Mortician's Ashes] Great Club,8080000,-1,-1,-1,70000100,-1,0,0,-1,1
100109,[Andre - Mortician's Ashes] Great Wooden Hammer,8160000,-1,-1,-1,70000100,-1,0,0,-1,1
100110,[Andre - Mortician's Ashes] Spiked Mace,8300000,-1,-1,-1,70000100,-1,0,0,-1,1
100111,[Andre - Mortician's Ashes] Four-Pronged Plow,9100000,-1,-1,-1,70000100,-1,0,0,-1,1
100112,[Andre - Mortician's Ashes] Wooden Shield,20110000,-1,-1,-1,70000100,-1,0,0,-1,1
100113,[Andre - Mortician's Ashes] Crimson Parma,20230000,-1,-1,-1,70000100,-1,0,0,-1,1
100114,[Andre - Mortician's Ashes] Cleric's Parma,20260000,-1,-1,-1,70000100,-1,0,0,-1,1
100115,[Andre - Mortician's Ashes] Blue Wooden Shield,21230000,-1,-1,-1,70000100,-1,0,0,-1,1
100116,[Andre - Mortician's Ashes] Machete,30080000,-1,-1,-1,70000100,-1,0,0,-1,1
100150,[Andre - Dreamchaser Ashes] Rotten Ghru Dagger,1040000,-1,-1,-1,70000101,-1,0,0,-1,1
100151,[Andre - Dreamchaser Ashes] Corvian Greatknife,1090000,-1,-1,-1,70000101,-1,0,0,-1,1
100152,[Andre - Dreamchaser Ashes] Rotten Ghru Curved Sword,2120000,-1,-1,-1,70000101,-1,0,0,-1,1
100153,[Andre - Dreamchaser Ashes] Rotten Ghru Spear,9120000,-1,-1,-1,70000101,-1,0,0,-1,1
100154,[Andre - Dreamchaser Ashes] Great Corvian Scythe,10080000,-1,-1,-1,70000101,-1,0,0,-1,1
100155,[Andre - Dreamchaser Ashes] Corvian Longstaff,12120000,-1,-1,-1,70000101,-1,0,0,-1,1
100156,[Andre - Dreamchaser Ashes] Heretic's Warstaff,12180000,-1,-1,-1,70000101,-1,0,0,-1,1
100157,[Andre - Dreamchaser Ashes] Sniper Crossbow,14170000,-1,-1,-1,70000101,-1,0,0,-1,1
100158,[Andre - Dreamchaser Ashes] Ghru Rotshield,20130000,-1,-1,-1,70000101,-1,0,0,-1,1
100159,[Andre - Dreamchaser Ashes] Kite Shield,20120000,-1,-1,-1,70000101,-1,0,0,-1,1
100160,[Andre - Dreamchaser Ashes] Target Shield,20160000,-1,-1,-1,70000101,-1,0,0,-1,1
100161,[Andre - Dreamchaser Ashes] Composite Bow,14020000,-1,-1,-1,70000101,-1,0,0,-1,1
100200,[Andre - Paladin's Ashes] Morning Star,8020000,-1,-1,-1,70000102,-1,0,0,-1,1
100201,[Andre - Paladin's Ashes] Crescent Axe,7040000,-1,-1,-1,70000102,-1,0,0,-1,1
100202,[Andre - Paladin's Ashes] Astora Straight Sword,2200000,-1,-1,-1,70000102,-1,0,0,-1,1
100203,[Andre - Paladin's Ashes] Barbed Straight Sword,2210000,-1,-1,-1,70000102,-1,0,0,-1,1
100204,[Andre - Paladin's Ashes] Astora Greatsword,6070000,-1,-1,-1,70000102,-1,0,0,-1,1
100205,[Andre - Paladin's Ashes] Cathedral Knight Greatsword,6190000,-1,-1,-1,70000102,-1,0,0,-1,1
100206,[Andre - Paladin's Ashes] Great Mace,8110000,-1,-1,-1,70000102,-1,0,0,-1,1
100207,[Andre - Paladin's Ashes] Knight Shield,21040000,-1,-1,-1,70000102,-1,0,0,-1,1
100208,[Andre - Paladin's Ashes] Spiked Shield,21130000,-1,-1,-1,70000102,-1,0,0,-1,1
100209,[Andre - Paladin's Ashes] Pierce Shield,21140000,-1,-1,-1,70000102,-1,0,0,-1,1
100210,[Andre - Paladin's Ashes] Cathedral Knight Greatshield,22020000,-1,-1,-1,70000102,-1,0,0,-1,1
100250,[Andre - Grave Warden's Ashes] Carthus Shield,21070000,-1,-1,-1,70000103,-1,0,0,-1,1
100251,[Andre - Grave Warden's Ashes] Carthus Shotel,4110000,-1,-1,-1,70000103,-1,0,0,-1,1
100252,[Andre - Grave Warden's Ashes] Carthus Curved Sword,4050000,-1,-1,-1,70000103,-1,0,0,-1,1
100253,[Andre - Grave Warden's Ashes] Carthus Curved Greatsword,4060000,-1,-1,-1,70000103,-1,0,0,-1,1
100350,[Andre - Prisoner Chief's Ashes] Murakumo,6080000,-1,-1,-1,70000105,-1,0,0,-1,1
100400,[Andre - Xanthous Ashes] Heysel Pick,17120000,-1,-1,-1,70000106,-1,0,0,-1,1
100450,[Andre - Easterner's Ashes] Washing Pole,5010000,-1,-1,-1,70000109,-1,0,0,-1,1
100451,[Andre - Easterner's Ashes] Eastern Iron Shield,20240000,-1,-1,-1,70000109,-1,0,0,-1,1
100452,[Andre - Easterner's Ashes] Bewitched Alonne Sword,31310000,-1,-1,-1,70000109,-1,0,0,-1,1
100500,[Andre - Dragon Chaser's Ashes] Drake Sword,30710000,-1,-1,-1,70000108,-1,0,0,-1,1
100504,[Andre - Dragon Chaser's Ashes] Man Serpent Hatchet,7150000,-1,-1,-1,70000108,-1,0,0,-1,1
100505,[Andre - Dragon Chaser's Ashes] Tailbone Short Sword,1080000,-1,-1,-1,70000108,-1,0,0,-1,1
100506,[Andre - Dragon Chaser's Ashes] Tailbone Spear,9130000,-1,-1,-1,70000108,-1,0,0,-1,1
100507,[Andre - Dragon Chaser's Ashes] Tailbone Club,30200000,-1,-1,-1,70000108,-1,0,0,-1,1
100508,[Andre - Dragon Chaser's Ashes] Ancient Dragon Greatshield,20290000,-1,-1,-1,70000108,-1,0,0,-1,1
100550,[Andre - Captain's Ashes] Follower Sabre,4120000,-1,-1,-1,70000120,-1,0,0,-1,1
100551,[Andre - Captain's Ashes] Follower Javelin,9230000,-1,-1,-1,70000120,-1,0,0,-1,1
