ID,Name,Ref ID 1,VFX Variation ID,Weight,Base Price,Sell Value,Replace Item ID,Behavior ID,Sort ID,QWC ID,Dialog Message ID,Magic ID,Icon ID,Model ID,Shop Level,Comp Trophy Sed ID,Trophy Seq ID,Max Amount,Consume Hero Point,Over Dexterity,Goods Type,Reference Type,SpEffect Category,Goods Category,Goods Use Animation,Open Menu Type,Use Limit Category,Replace Category,Vow Type 0,Vow Type 1,Vow Type 2,Vow Type 3,Vow Type 4,Vow Type 5,Vow Type 6,Vow Type 7,Vow Type 8,Vow Type 9,Vow Type 10,Vow Type 11,Vow Type 12,Vow Type 13,Vow Type 14,Vow Type 15,Enable Live,Enable Gray,Enable White,Enable Black,Enable Multiplayer,Enable Offline,Is Equip,Is Consume,Is Auto Equip,Is Establishment,Is Only One,Is Drop,Is Deposit,Is Disable Hand,Is Travel Item,Is Supple Item,Is Full Supple Item,Is Enhance,Is Fix Item,Is Disable Multi Drop Share,Is Disable Use At Colliseum,Is Disable Use Out of Colliseum,Use Bullet Max Num,Use Hp Cure Max Num,Is Auto Replenish,Can Multi Use,Is Guest Drop,Is Enchant Left Hand,Is Apply Special Effect,Unk1,Unk2,Unk3,Ref ID - Offhand,Reinforce Param Weapon ID,Vagrant Item Lot ID,Vagrant (Enemy) Item Lot ID,Vagrant (Enemy) Item Lot ID,Use VFX 1,Use VFX 2,Use VFX 3,Is Ember Stays Active,Is Get Play Region Info,Is Using Ladder,Is Enable On Session Creation,Is Use Selected,Is Enchant Left,Is Always Valid,Is Net Penalized,Supple Item Type,Is Enable Scaleform,Can Drop,Max Rep Number,Invade Type,Shop Price,FP Cost,Use Limit Category 2
2123,Cinders of a Lord,-1,-1,0,0,-1,0,-1,19010,-1,0,0,159,0,-1,-1,-1,1,0,50,1,0,0,0,0,0,0,0,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0,-1,-1,-1,-1,0,0,0,True,False,False,True,False,False,False,False,0,0,False,1,0,-1,0,0
2124,Cinders of a Lord,-1,-1,0,0,-1,0,-1,21010,-1,0,0,160,0,-1,-1,-1,1,0,50,1,0,0,0,0,0,0,0,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0,-1,-1,-1,-1,0,0,0,True,False,False,True,False,False,False,False,0,0,False,1,0,-1,0,0
2125,Cinders of a Lord,-1,-1,0,0,-1,0,-1,20010,-1,0,0,161,0,-1,-1,-1,1,0,50,1,0,0,0,0,0,0,0,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0,-1,-1,-1,-1,0,0,0,True,False,False,True,False,False,False,False,0,0,False,1,0,-1,0,0
2126,Cinders of a Lord,-1,-1,0,0,-1,0,-1,22010,-1,0,0,162,0,-1,-1,-1,1,0,50,1,0,0,0,0,0,0,0,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0,-1,-1,-1,-1,0,0,0,True,False,False,True,False,False,False,False,0,0,False,1,0,-1,0,0
2127,Great Swamp Pyromancy Tome,-1,-1,0,0,-1,0,-1,32010,-1,0,0,164,0,-1,-1,-1,1,0,50,1,0,0,0,0,0,0,0,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0,-1,-1,-1,-1,0,0,0,True,False,False,True,False,False,False,False,0,0,False,1,0,-1,0,0
2128,Carthus Pyromancy Tome,-1,-1,0,0,-1,0,-1,32020,-1,0,0,165,0,-1,-1,-1,1,0,50,1,0,0,0,0,0,0,0,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0,-1,-1,-1,-1,0,0,0,True,False,False,True,False,False,False,False,0,0,False,1,0,-1,0,0
2129,Izalith Pyromancy Tome,-1,-1,0,0,-1,0,-1,32030,-1,0,0,166,0,-1,-1,-1,1,0,50,1,0,0,0,0,0,0,0,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0,-1,-1,-1,-1,0,0,0,True,False,False,True,False,False,False,False,0,0,False,1,0,-1,0,0
2130,Quelana Pyromancy Tome,-1,-1,0,0,-1,0,-1,32040,-1,0,0,167,0,-1,-1,-1,1,0,50,1,0,0,0,0,0,0,0,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0,-1,-1,-1,-1,0,0,0,True,False,False,True,False,False,False,False,0,0,False,1,0,-1,0,0
2131,Grave Warden Pyromancy Tome,-1,-1,0,0,-1,0,-1,32050,-1,0,0,168,0,-1,-1,-1,1,0,50,1,0,0,0,0,0,0,0,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0,-1,-1,-1,-1,0,0,0,True,False,False,True,False,False,False,False,0,0,False,1,0,-1,0,0
2132,Sage's Scroll,-1,-1,0,0,-1,0,-1,31010,-1,0,0,169,0,-1,-1,-1,1,0,50,1,0,0,0,0,0,0,0,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0,-1,-1,-1,-1,0,0,0,True,False,False,True,False,False,False,False,0,0,False,1,0,-1,0,0
2133,Logan's Scroll,-1,-1,0,0,-1,0,-1,31020,-1,0,0,170,0,-1,-1,-1,1,0,50,1,0,0,0,0,0,0,0,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0,-1,-1,-1,-1,0,0,0,True,False,False,True,False,False,False,False,0,0,False,1,0,-1,0,0
2134,Crystal Scroll,-1,-1,0,0,-1,0,-1,31030,-1,0,0,171,0,-1,-1,-1,1,0,50,1,0,0,0,0,0,0,0,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0,-1,-1,-1,-1,0,0,0,True,False,False,True,False,False,False,False,0,0,False,1,0,-1,0,0
2135,Transposing Kiln,-1,-1,0,0,-1,0,-1,23010,-1,0,0,172,0,-1,-1,-1,1,0,50,1,0,0,0,0,0,0,0,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0,-1,-1,-1,-1,0,0,0,True,False,False,True,False,False,False,False,0,0,False,1,0,-1,0,0
2137,Coiled Sword,-1,-1,0,0,-1,0,-1,29050,-1,0,0,177,0,-1,-1,-1,1,0,50,1,0,0,0,0,0,0,0,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0,-1,-1,-1,-1,0,0,0,True,False,False,True,False,False,False,False,0,0,False,1,0,-1,0,0
2138,Eyes of a Fire Keeper,-1,-1,0,0,-1,0,-1,24010,-1,0,0,184,0,-1,-1,-1,1,0,50,1,0,0,0,0,0,0,0,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0,-1,-1,-1,-1,0,0,0,True,False,False,True,False,False,False,False,0,0,False,1,0,-1,0,0
2139,Sword of Avowal,-1,-1,0,0,-1,0,-1,29060,-1,0,0,188,0,-1,-1,-1,1,0,50,1,0,0,0,0,0,0,0,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0,-1,-1,-1,-1,0,0,0,True,False,False,True,False,False,False,False,0,0,False,1,0,-1,0,0
2140,Golden Scroll,-1,-1,0,0,-1,0,-1,31040,-1,0,0,194,0,-1,-1,-1,1,0,50,1,0,0,0,0,0,0,0,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0,-1,-1,-1,-1,0,0,0,True,False,False,True,False,False,False,False,0,0,False,1,0,-1,0,0
2141,Estus Shard,-1,-1,0,0,-1,0,-1,4010,-1,0,0,195,0,-1,-1,-1,99,0,50,0,0,0,0,0,0,0,0,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,False,False,False,False,True,False,False,True,False,False,False,True,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,0,-1,-1,-1,-1,0,0,0,False,False,False,False,False,False,False,False,0,0,True,999,0,25000,0,0
2142,Hawkwood's Swordgrass,-1,-1,0,0,-1,0,-1,29040,-1,0,0,201,0,-1,-1,-1,1,0,50,1,0,0,0,0,0,0,0,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0,-1,-1,-1,-1,0,0,0,True,False,False,True,False,False,False,False,0,0,False,1,0,-1,0,0
2143,Undead Bone Shard,-1,-1,0,0,-1,0,-1,5010,-1,0,0,202,0,-1,-1,-1,99,0,50,0,0,0,0,0,0,0,0,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,False,False,False,False,True,False,False,True,False,False,False,True,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,0,-1,-1,-1,-1,0,0,0,False,False,False,False,False,False,False,False,0,0,True,999,0,25000,0,0
2144,Deep Braille Divine Tome,-1,-1,0,0,-1,0,-1,33050,-1,0,0,203,0,-1,-1,-1,1,0,50,1,0,0,0,0,0,0,0,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0,-1,-1,-1,-1,0,0,0,True,False,False,True,False,False,False,False,0,0,False,1,0,-1,0,0
2145,Londor Braille Divine Tome,-1,-1,0,0,-1,0,-1,33040,-1,0,0,204,0,-1,-1,-1,1,0,50,1,0,0,0,0,0,0,0,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0,-1,-1,-1,-1,0,0,0,True,False,False,True,False,False,False,False,0,0,False,1,0,5000,0,0
2146,Excrement-covered Ashes,-1,-1,0,0,-1,0,-1,34050,-1,0,0,209,0,-1,-1,-1,1,0,50,1,0,0,0,0,0,0,0,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0,-1,-1,-1,-1,0,0,0,True,False,False,True,False,False,False,False,0,0,False,1,0,-1,0,0
2147,Prisoner Chief's Ashes,-1,-1,0,0,-1,0,-1,34060,-1,0,0,210,0,-1,-1,-1,1,0,50,1,0,0,0,0,0,0,0,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0,-1,-1,-1,-1,0,0,0,True,False,False,True,False,False,False,False,0,0,False,1,0,-1,0,0
2148,Xanthous Ashes,-1,-1,0,0,-1,0,-1,34070,-1,0,0,211,0,-1,-1,-1,1,0,50,1,0,0,0,0,0,0,0,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0,-1,-1,-1,-1,0,0,0,True,False,False,True,False,False,False,False,0,0,False,1,0,-1,0,0
2149,Hollow's Ashes,-1,-1,0,0,-1,0,-1,34100,-1,0,0,212,0,-1,-1,-1,1,0,50,1,0,0,0,0,0,0,0,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0,-1,-1,-1,-1,0,0,0,True,False,False,True,False,False,False,False,0,0,False,1,0,-1,0,0
2150,Patches' Ashes,-1,-1,0,0,-1,0,-1,34160,-1,0,0,213,0,-1,-1,-1,1,0,50,1,0,0,0,0,0,0,0,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0,-1,-1,-1,-1,0,0,0,True,False,False,True,False,False,False,False,0,0,False,1,0,-1,0,0
2151,Dragon Chaser's Ashes,-1,-1,0,0,-1,0,-1,34090,-1,0,0,235,0,-1,-1,-1,1,0,50,1,0,0,0,0,0,0,0,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0,-1,-1,-1,-1,0,0,0,True,False,False,True,False,False,False,False,0,0,False,1,0,-1,0,0
2152,Easterner's Ashes,-1,-1,0,0,-1,0,-1,34080,-1,0,0,251,0,-1,-1,-1,1,0,50,1,0,0,0,0,0,0,0,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0,-1,-1,-1,-1,0,0,0,True,False,False,True,False,False,False,False,0,0,False,1,0,-1,0,0
2153,Champion's Bones,-1,-1,0,0,-1,0,-1,34180,-1,0,0,253,0,-1,-1,-1,99,0,50,1,0,0,0,0,0,0,0,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0,-1,-1,-1,-1,0,0,0,True,False,False,True,False,False,False,False,0,0,False,1,0,-1,0,0
2154,Captain's Ashes,-1,-1,0,0,-1,0,-1,34105,-1,0,0,255,0,-1,-1,-1,1,0,50,1,0,0,0,0,0,0,0,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0,-1,-1,-1,-1,0,0,0,True,False,False,True,False,False,False,False,0,0,False,1,0,-1,0,0
2155,Contraption Key,-1,-1,0,0,-1,0,-1,28010,-1,0,0,256,0,-1,-1,-1,1,0,50,1,0,0,0,0,0,0,0,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0,-1,-1,-1,-1,0,0,0,True,False,False,True,False,False,False,False,0,0,False,1,0,-1,0,0
2156,Small Envoy Banner,-1,-1,0,0,-1,0,-1,29015,-1,0,0,259,0,-1,-1,-1,1,0,50,1,0,0,0,0,0,0,0,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0,-1,-1,-1,-1,0,0,0,True,False,False,True,False,False,False,False,0,0,False,1,0,-1,0,0
2157,Old Woman's Ashes,-1,-1,0,0,-1,0,-1,34180,-1,0,0,261,0,-1,-1,-1,1,0,50,1,0,0,0,0,0,0,0,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0,-1,-1,-1,-1,0,0,0,True,False,False,True,False,False,False,False,0,0,False,1,0,-1,0,0
2158,Blood of the Dark Soul,-1,-1,0,0,-1,0,-1,29080,-1,0,0,262,0,-1,-1,-1,1,0,50,1,0,0,0,0,0,0,0,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0,-1,-1,-1,-1,0,0,0,True,False,False,True,False,False,False,False,0,0,False,1,0,-1,0,0
2159,Young Grass Dew,160700040,-1,0,0,-1,0,-1,29090,-1,0,0,267,0,-1,-1,-1,1,0,50,0,2,0,0,0,0,0,0,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,True,True,True,True,False,True,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0,-1,-1,-1,-1,0,0,0,True,False,True,True,False,False,False,False,0,2,False,99,0,60000,30,0
2160,Brightbug,160700020,-1,0,0,2000,0,-1,29100,-1,0,0,98,0,-1,-1,-1,10,0,50,0,2,0,0,9,0,0,0,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,False,True,True,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0,-1,-1,-1,-1,0,0,0,True,False,True,True,False,False,False,False,0,2,True,999,0,30000,0,0
2162,Bone Fragment,-1,-1,0,0,50,0,-1,29110,-1,0,0,6036,0,-1,-1,-1,99,0,50,0,0,0,0,0,0,0,0,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,False,False,False,False,False,False,False,True,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0,-1,-1,-1,-1,0,0,0,True,False,True,True,False,False,False,False,0,2,True,999,0,1000,0,0
2163,Lizard Hide,-1,-1,0,0,200,0,-1,29120,-1,0,0,6038,0,-1,-1,-1,99,0,50,0,0,0,0,0,0,0,0,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,False,False,False,False,False,False,False,True,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0,-1,-1,-1,-1,0,0,0,True,False,True,True,False,False,False,False,0,2,True,999,0,2500,0,0
2164,Resonating Crystal,-1,-1,0,0,1000,0,-1,29130,-1,0,0,116,0,-1,-1,-1,99,0,50,0,0,0,0,0,0,0,0,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,False,False,False,False,False,False,False,True,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0,-1,-1,-1,-1,0,0,0,True,False,True,True,False,False,False,False,0,2,True,999,0,5000,0,0
2170,Ceaseless Dung Pie,150,20,0,0,1,0,-1,6275,-1,0,0,32,0,-1,-1,-1,99,0,50,0,1,5,0,2,0,0,0,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,False,True,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,-1,1800,-1,-1,-1,300100,-1,-1,True,False,False,True,False,False,False,False,0,2,True,999,0,50,10,0
2173,Profaned Pyromancy Tome,-1,-1,0,0,-1,0,-1,32041,-1,0,0,6067,0,-1,-1,-1,1,0,50,1,0,0,0,0,0,0,0,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0,-1,-1,-1,-1,0,0,0,True,False,False,True,False,False,False,False,0,0,False,1,0,-1,0,0
2174,Accursed Scroll,-1,-1,0,0,-1,0,-1,31031,-1,0,0,6068,0,-1,-1,-1,1,0,50,1,0,0,0,0,0,0,0,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0,-1,-1,-1,-1,0,0,0,True,False,False,True,False,False,False,False,0,0,False,1,0,-1,0,0
2175,Writhing Tome,-1,-1,0,0,-1,0,-1,31032,-1,0,0,6069,0,-1,-1,-1,1,0,50,1,0,0,0,0,0,0,0,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0,-1,-1,-1,-1,0,0,0,True,False,False,True,False,False,False,False,0,0,False,1,0,-1,0,0
2176,Abyssal Tome,-1,-1,0,0,-1,0,-1,31033,-1,0,0,6070,0,-1,-1,-1,1,0,50,1,0,0,0,0,0,0,0,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0,-1,-1,-1,-1,0,0,0,True,False,False,True,False,False,False,False,0,0,False,1,0,-1,0,0
2177,Angelic Braille Divine Tome,-1,-1,0,0,-1,0,-1,33031,-1,0,0,6072,0,-1,-1,-1,1,0,50,1,0,0,0,0,0,0,0,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0,-1,-1,-1,-1,0,0,0,True,False,False,True,False,False,False,False,0,0,False,1,0,-1,0,0
2178,Heavenly Braille Divine Tome,-1,-1,0,0,-1,0,-1,33032,-1,0,0,6071,0,-1,-1,-1,1,0,50,1,0,0,0,0,0,0,0,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0,-1,-1,-1,-1,0,0,0,True,False,False,True,False,False,False,False,0,0,False,1,0,-1,0,0
2200,Infusing Essence,-1,-1,0,0,1000,0,-1,16998,-1,0,0,239,0,-1,-1,-1,99,0,50,2,0,0,0,0,0,0,0,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,False,False,True,False,False,False,True,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,0,-1,-1,-1,-1,0,0,0,True,False,False,True,False,False,False,False,0,1,True,999,0,2500,0,0
2201,Degrading Essence,-1,-1,0,0,1000,0,-1,16999,-1,0,0,244,0,-1,-1,-1,99,0,50,2,0,0,0,0,0,0,0,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,False,False,True,False,False,False,True,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,0,-1,-1,-1,-1,0,0,0,True,False,False,True,False,False,False,False,0,1,True,999,0,2500,0,0
3004,Tarnished Coin,160700050,65,0,0,50,0,-1,6401,-1,0,0,1026,0,-1,-1,-1,99,0,50,0,2,0,0,9,0,0,0,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,False,True,True,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,-1,-1,100600,100610,100620,-1,302230,-1,True,False,True,True,False,False,False,False,0,2,True,999,0,2000,0,0
3005,Tarnished Silver Coin,160700060,65,0,0,150,0,-1,6402,-1,0,0,1034,0,-1,-1,-1,99,0,50,0,2,0,0,9,0,0,0,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,False,True,True,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,-1,-1,100600,100610,100620,-1,302330,-1,True,False,True,True,False,False,False,False,0,2,True,999,0,4000,0,0
3018,Hexing Urn,3100,5,0,0,10,0,-1,6213,-1,0,0,55,0,-1,-1,-1,99,0,50,0,1,5,0,3,0,0,0,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,False,True,True,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,-1,3100,-1,-1,-1,300110,-1,-1,True,False,False,True,False,False,False,False,0,2,True,999,0,500,0,0
3019,Holy Water Urn,3200,5,0,0,10,0,-1,6211,-1,0,0,92,0,-1,-1,-1,99,0,50,0,1,5,0,3,0,0,0,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,False,True,True,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,-1,3200,-1,-1,-1,300120,-1,-1,True,False,False,True,False,False,False,False,0,2,True,999,0,500,0,0
3020,Witching Urn,3000,5,0,0,10,0,-1,6212,-1,0,0,57,0,-1,-1,-1,99,0,50,0,1,5,0,3,0,0,0,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,False,True,True,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,-1,3000,-1,-1,-1,300120,-1,-1,True,False,False,True,False,False,False,False,0,2,True,999,0,300,0,0
3021,Old Growth Balm,160700230,65,0,0,150,0,-1,6410,-1,0,0,50,0,-1,-1,-1,10,0,50,0,2,0,0,0,0,0,0,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,False,True,True,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,-1,-1,100600,100610,100620,-1,302330,-1,True,False,True,True,False,False,False,False,0,2,True,999,0,250,0,0
3022,Vine Balm,160700240,65,0,0,150,0,-1,6411,-1,0,0,51,0,-1,-1,-1,10,0,50,0,2,0,0,0,0,0,0,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,False,True,True,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,-1,-1,100600,100610,100620,-1,302330,-1,True,False,True,True,False,False,False,False,0,2,True,999,0,250,0,0
3023,Blackweed Balm,160700250,65,0,0,150,0,-1,6412,-1,0,0,52,0,-1,-1,-1,10,0,50,0,2,0,0,0,0,0,0,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,False,True,True,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,-1,-1,100600,100610,100620,-1,302330,-1,True,False,True,True,False,False,False,False,0,2,True,999,0,250,0,0
3024,Goldenfruit Balm,160700260,65,0,0,150,0,-1,6413,-1,0,0,53,0,-1,-1,-1,10,0,50,0,2,0,0,0,0,0,0,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,False,True,True,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,-1,-1,100600,100610,100620,-1,302330,-1,True,False,True,True,False,False,False,False,0,2,True,999,0,250,0,0
